name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
K2-19 c,953,15.9 Earths,13,2015
K2-19 d,953,14 Earths,13,2016
K2-200 b,604,2.43 Earths,12.459,2018
K2-210 b,579,0.474 Earths,11.535,2018
K2-211 b,895,2.46 Earths,13.075,2018
K2-212 b,357,6.9 Earths,13.1,2018
K2-213 b,1285,2.9 Earths,11.803,2018
K2-214 b,989,6.48 Earths,11.805,2018
K2-215 b,1333,5.16 Earths,12.986,2018
K2-216 b,378,8 Earths,12.476,2018
K2-217 b,1259,12.5 Earths,12.187,2018
K2-218 b,1300,7.13 Earths,12.876,2018
K2-219 b,1071,2.38 Earths,12.09,2018
K2-210 b,579,0.474 Earths,11.535,2018
K2-211 b,895,2.46 Earths,13.075,2018
K2-212 b,357,6.9 Earths,13.1,2018
K2-213 b,1285,2.9 Earths,11.803,2018
K2-214 b,989,6.48 Earths,11.805,2018
K2-215 b,1333,5.16 Earths,12.986,2018
K2-216 b,378,8 Earths,12.476,2018
K2-217 b,1259,12.5 Earths,12.187,2018
K2-218 b,1300,7.13 Earths,12.876,2018
K2-219 b,1071,2.38 Earths,12.09,2018
K2-219 c,1071,2.66 Earths,12.09,2018
K2-219 d,1071,7.16 Earths,12.09,2018
K2-21 b,274,4.04 Earths,12.85,2015
K2-21 c,274,6.76 Earths,12.85,2015
K2-220 b,766,6.3 Earths,11.89,2018
K2-221 b,1049,3.46 Earths,12.703,2018
K2-222 b,331,6.3 Earths,9.543,2018
K2-223 b,656,0.64 Earths,11.431,2018
K2-223 c,656,3.09 Earths,11.431,2018
K2-224 b,906,3.05 Earths,12.682,2018
K2-219 c,1071,2.66 Earths,12.09,2018
K2-219 d,1071,7.16 Earths,12.09,2018
K2-21 b,274,4.04 Earths,12.85,2015
K2-21 c,274,6.76 Earths,12.85,2015
K2-220 b,766,6.3 Earths,11.89,2018
K2-221 b,1049,3.46 Earths,12.703,2018
K2-222 b,331,6.3 Earths,9.543,2018
K2-223 b,656,0.64 Earths,11.431,2018
K2-223 c,656,3.09 Earths,11.431,2018
K2-224 b,906,3.05 Earths,12.682,2018
K2-219 c,1071,2.66 Earths,12.09,2018
K2-219 d,1071,7.16 Earths,12.09,2018
K2-21 b,274,4.04 Earths,12.85,2015
K2-21 c,274,6.76 Earths,12.85,2015
K2-220 b,766,6.3 Earths,11.89,2018
K2-221 b,1049,3.46 Earths,12.703,2018
K2-222 b,331,6.3 Earths,9.543,2018
K2-223 b,656,0.64 Earths,11.431,2018
K2-223 c,656,3.09 Earths,11.431,2018
K2-224 b,906,3.05 Earths,12.682,2018
K2-224 c,906,6.39 Earths,12.682,2018
K2-225 b,1175,12 Earths,11.836,2018
K2-226 b,689,2.99 Earths,12.308,2018
K2-227 b,614,3.41 Earths,12.015,2018
K2-228 b,465,1.92 Earths,12.995,2018
K2-229 b,339,2.49 Earths,10.985,2018
K2-229 c,339,21.3 Earths,10.985,2018
K2-22 b,801,1.4 Jupiters,15.597,2015
K2-230 b,1791,4.5 Earths,12.707,2018
K2-231 b,962,6.8 Earths,12.708,2018
K2-232 b,428,0.398 Jupiters,9.899,2018
K2-233 b,221,2.54 Earths,10.726,2018
K2-233 c,221,2.34 Earths,10.726,2018
K2-233 d,221,7.46 Earths,10.726,2018
K2-237 b,1010,1.236 Jupiters,11.601,2018
K2-238 b,1478,0.86 Jupiters,13.748,2018
K2-239 b,160,1.37 Earths,14.549,2018
K2-239 c,160,0.972 Earths,14.549,2018
K2-239 d,160,1.37 Earths,14.549,2018
K2-240 b,228,4.66 Earths,13.392,2018
K2-240 c,228,3.89 Earths,13.392,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,358,6.99 Earths,16.588,2018
K2-243 b,878,5.35 Earths,10.97,2018
K2-243 c,878,4.7 Earths,10.97,2018
K2-244 b,698,3.71 Earths,11.78,2018
K2-245 b,1512,17.4 Earths,12.212,2018
K2-246 b,2359,12 Earths,14.55,2018
K2-247 b,849,5.14 Earths,14.956,2018
K2-247 c,849,5.43 Earths,14.956,2018
K2-240 c,228,3.89 Earths,13.392,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,358,6.99 Earths,16.588,2018
K2-243 b,878,5.35 Earths,10.97,2018
K2-243 c,878,4.7 Earths,10.97,2018
K2-244 b,698,3.71 Earths,11.78,2018
K2-245 b,1512,17.4 Earths,12.212,2018
K2-246 b,2359,12 Earths,14.55,2018
K2-247 b,849,5.14 Earths,14.956,2018
K2-247 c,849,5.43 Earths,14.956,2018
K2-248 b,1339,7.13 Earths,13.402,2018
K2-249 b,1723,8.2 Earths,11.827,2018
K2-24 b,559,19 Earths,11.07,2016
K2-24 c,559,15.4 Earths,11.07,2016
K2-250 b,1362,6.53 Earths,14.267,2018
K2-251 b,482,6.12 Earths,15.621,2018
K2-252 b,750,3.68 Earths,12.847,2018
K2-253 b,2942,Unknown,14.868,2018
K2-254 b,748,3.29 Earths,14.183,2018
K2-254 c,748,5.43 Earths,14.183,2018
K2-255 b,628,8.75 Earths,13.756,2018
K2-256 b,1894,7.41 Earths,14.939,2018
K2-257 b,209,0.498 Earths,13.716,2018
K2-258 b,2203,9.27 Earths,13.298,2018
K2-259 b,1377,5.99 Earths,12.536,2018
K2-25 b,147,11.6 Earths,15.881,2015
K2-260 b,2206,1.42 Jupiters,12.689,2018
K2-261 b,700,0.223 Jupiters,10.612,2018
K2-263 b,532,14.8 Earths,11.606,2018
K2-264 b,610,5.61 Earths,15.662,2018
K2-255 b,628,8.75 Earths,13.756,2018
K2-256 b,1894,7.41 Earths,14.939,2018
K2-257 b,209,0.498 Earths,13.716,2018
K2-258 b,2203,9.27 Earths,13.298,2018
K2-259 b,1377,5.99 Earths,12.536,2018
K2-25 b,147,11.6 Earths,15.881,2015
K2-260 b,2206,1.42 Jupiters,12.689,2018
K2-261 b,700,0.223 Jupiters,10.612,2018
K2-263 b,532,14.8 Earths,11.606,2018
K2-264 b,610,5.61 Earths,15.662,2018
K2-264 c,610,7.6 Earths,15.662,2018
K2-265 b,454,6.54 Earths,11.102,2018
K2-266 b,252,11.26782 Earths,11.808,2018
K2-266 c,252,0.29013 Earths,11.808,2018
K2-266 d,252,8.9 Earths,11.808,2018
K2-266 e,252,14.3 Earths,11.808,2018
K2-268 b,1081,2.57 Earths,13.853,2018
K2-268 c,1081,7.7 Earths,13.853,2018
K2-269 b,1181,3.09 Earths,11.784,2018
K2-26 b,324,7.61 Earths,14.53,2016
K2-270 b,925,2.48 Earths,13.782,2018
K2-270 c,925,9.01 Earths,13.782,2018
K2-271 b,1864,0.131 Jupiters,13.827,2018
K2-272 b,1391,8.8 Earths,13.841,2018
K2-273 b,1013,17.9 Earths,13.371,2018
K2-274 b,759,5.48 Earths,13.086,2018
K2-275 b,405,5.65 Earths,12.063,2018
K2-275 c,405,6.08 Earths,12.063,2018
K2-276 b,1598,13.7 Earths,14.627,2018
K2-277 b,370,4.94 Earths,10.364,2018
K2-278 b,2623,9.17 Earths,13.412,2018
K2-279 b,600,1.92 Earths,11.491,2018
K2-27 b,820,30.9 Earths,12.64,2016
K2-280 b,1295,0.144 Jupiters,12.536,2018
K2-281 b,1520,0.16 Jupiters,15.117,2018
K2-282 b,1638,8.35 Earths,14.042,2018
K2-283 b,1332,12.2 Earths,14.445,2018
K2-284 b,351,8.15 Earths,13.322,2018
K2-285 b,508,9.68 Earths,12.03,2018
K2-285 c,508,15.68 Earths,12.03,2018
K2-278 b,2623,9.17 Earths,13.412,2018
K2-279 b,600,1.92 Earths,11.491,2018
K2-27 b,820,30.9 Earths,12.64,2016
K2-280 b,1295,0.144 Jupiters,12.536,2018
K2-281 b,1520,0.16 Jupiters,15.117,2018
K2-282 b,1638,8.35 Earths,14.042,2018
K2-283 b,1332,12.2 Earths,14.445,2018
K2-284 b,351,8.15 Earths,13.322,2018
K2-285 b,508,9.68 Earths,12.03,2018
K2-285 c,508,15.68 Earths,12.03,2018
K2-278 b,2623,9.17 Earths,13.412,2018
K2-279 b,600,1.92 Earths,11.491,2018
K2-27 b,820,30.9 Earths,12.64,2016
K2-280 b,1295,0.144 Jupiters,12.536,2018
K2-281 b,1520,0.16 Jupiters,15.117,2018
K2-282 b,1638,8.35 Earths,14.042,2018
K2-283 b,1332,12.2 Earths,14.445,2018
K2-284 b,351,8.15 Earths,13.322,2018
K2-285 b,508,9.68 Earths,12.03,2018
K2-285 c,508,15.68 Earths,12.03,2018
K2-285 d,508,6.5 Earths,12.03,2018
K2-285 e,508,10.7 Earths,12.03,2018
K2-286 b,249,5.06 Earths,12.763,2018
K2-287 b,519,0.315 Jupiters,11.41,2018
K2-288 B b,214,4.27 Earths,13.868,2018
K2-289 b,883,0.192 Jupiters,14.465,2019
K2-28 b,206,5.99 Earths,16.061,2016
K2-290 b,897,10.9 Earths,11.114,2019
K2-290 c,897,0.774 Jupiters,11.114,2019
K2-291 b,295,6.49 Earths,10.014,2019
K2-292 b,373,24.5 Earths,9.917,2019
K2-293 b,1294,6.57 Earths,13.357,2019
K2-294 b,1230,3.39 Earths,12.502,2019
K2-295 b,736,0.335 Jupiters,13.946,2018
K2-29 b,585,0.73 Jupiters,12.526,2016
K2-308 b,,0.222 Jupiters,14.963,2019
K2-30 b,1097,0.579 Jupiters,13.53,2016
K2-315 b,185,0.809 Earths,17.67,2020
K2-316 b,368,2.33 Earths,15.514,2020
K2-316 c,368,4.01 Earths,15.514,2020
K2-317 b,578,8.91 Earths,16.639,2020
K2-318 b,484,3.39 Earths,15.269,2020
K2-319 b,687,8.2 Earths,12.172,2020
K2-31 b,362,1.774 Jupiters,10.775,2016
K2-320 b,356,7.37 Earths,16.355,2020
K2-321 b,254,4.46 Earths,13.677,2020
K2-322 b,404,4.35 Earths,13.941,2020
K2-323 b,387,5.06 Earths,14.932,2020
K2-324 b,447,6.48 Earths,15.399,2020
K2-325 b,365,5.48 Earths,16.137,2020
K2-317 b,578,8.91 Earths,16.639,2020
K2-318 b,484,3.39 Earths,15.269,2020
K2-319 b,687,8.2 Earths,12.172,2020
K2-31 b,362,1.774 Jupiters,10.775,2016
K2-320 b,356,7.37 Earths,16.355,2020
K2-321 b,254,4.46 Earths,13.677,2020
K2-322 b,404,4.35 Earths,13.941,2020
K2-323 b,387,5.06 Earths,14.932,2020
K2-324 b,447,6.48 Earths,15.399,2020
K2-325 b,365,5.48 Earths,16.137,2020
K2-317 b,578,8.91 Earths,16.639,2020
K2-318 b,484,3.39 Earths,15.269,2020
K2-319 b,687,8.2 Earths,12.172,2020
K2-31 b,362,1.774 Jupiters,10.775,2016
K2-320 b,356,7.37 Earths,16.355,2020
K2-321 b,254,4.46 Earths,13.677,2020
K2-322 b,404,4.35 Earths,13.941,2020
K2-323 b,387,5.06 Earths,14.932,2020
K2-324 b,447,6.48 Earths,15.399,2020
K2-325 b,365,5.48 Earths,16.137,2020
K2-317 b,578,8.91 Earths,16.639,2020
K2-318 b,484,3.39 Earths,15.269,2020
K2-319 b,687,8.2 Earths,12.172,2020
K2-31 b,362,1.774 Jupiters,10.775,2016
K2-320 b,356,7.37 Earths,16.355,2020
K2-321 b,254,4.46 Earths,13.677,2020
K2-322 b,404,4.35 Earths,13.941,2020
K2-323 b,387,5.06 Earths,14.932,2020
K2-324 b,447,6.48 Earths,15.399,2020
K2-325 b,365,5.48 Earths,16.137,2020
K2-317 b,578,8.91 Earths,16.639,2020
K2-318 b,484,3.39 Earths,15.269,2020
K2-319 b,687,8.2 Earths,12.172,2020
K2-31 b,362,1.774 Jupiters,10.775,2016
K2-320 b,356,7.37 Earths,16.355,2020
K2-321 b,254,4.46 Earths,13.677,2020
K2-322 b,404,4.35 Earths,13.941,2020
K2-323 b,387,5.06 Earths,14.932,2020
K2-324 b,447,6.48 Earths,15.399,2020
K2-325 b,365,5.48 Earths,16.137,2020
K2-317 b,578,8.91 Earths,16.639,2020
K2-318 b,484,3.39 Earths,15.269,2020
K2-319 b,687,8.2 Earths,12.172,2020
K2-31 b,362,1.774 Jupiters,10.775,2016
K2-320 b,356,7.37 Earths,16.355,2020
K2-321 b,254,4.46 Earths,13.677,2020
K2-322 b,404,4.35 Earths,13.941,2020
K2-323 b,387,5.06 Earths,14.932,2020
K2-324 b,447,6.48 Earths,15.399,2020
K2-325 b,365,5.48 Earths,16.137,2020
K2-3 d,147,2.8 Earths,12.17,2015
K2-42 b,1309,5.27 Earths,15.023,2016
K2-43 b,599,18.5 Earths,15.596,2016
K2-43 c,599,6.44 Earths,15.596,2019
K2-44 b,1576,6.5 Earths,12.189,2016
K2-45 b,1639,36.4 Earths,15.78,2016
K2-46 b,1484,4.86 Earths,12.029,2016
K2-47 b,1153,4.23 Earths,14.085,2016
K2-48 b,1033,5.65 Earths,14.277,2016
K2-49 b,1511,4.38 Earths,15.668,2016
K2-59 b,1025,6.39 Earths,14.226,2016
K2-59 c,1025,5.9 Earths,14.226,2016
K2-5 b,666,4.31 Earths,14.91,2015
K2-5 c,666,5.73 Earths,14.91,2015
K2-60 b,1627,0.426 Jupiters,12.789,2016
K2-61 b,1339,6.71 Earths,12.991,2016
K2-62 b,368,5.22 Earths,12.397,2016
K2-62 c,368,5.22 Earths,12.397,2016
K2-63 b,1711,10.5 Earths,12.876,2016
K2-63 c,1711,14.5 Earths,12.876,2016
K2-64 b,1653,4.94 Earths,14.086,2016
K2-65 b,255,3.12 Earths,10.801,2016
K2-66 b,1698,21.3 Earths,11.71,2016
K2-68 b,553,3.12 Earths,12.977,2016
K2-69 b,592,5.99 Earths,15.057,2016
K2-6 b,1043,6.8 Earths,12.654,2015
K2-70 b,765,8.7 Earths,12.989,2016
K2-71 b,502,5.27 Earths,15.189,2016
K2-72 b,217,1.28 Earths,15.309,2016
K2-72 c,217,1.65 Earths,15.309,2016
K2-64 b,1653,4.94 Earths,14.086,2016
K2-65 b,255,3.12 Earths,10.801,2016
K2-66 b,1698,21.3 Earths,11.71,2016
K2-68 b,553,3.12 Earths,12.977,2016
K2-69 b,592,5.99 Earths,15.057,2016
K2-6 b,1043,6.8 Earths,12.654,2015
K2-70 b,765,8.7 Earths,12.989,2016
K2-71 b,502,5.27 Earths,15.189,2016
K2-72 b,217,1.28 Earths,15.309,2016
K2-72 c,217,1.65 Earths,15.309,2016
K2-72 d,217,1.01 Earths,15.309,2016
K2-72 e,217,2.21 Earths,15.309,2016
K2-73 b,885,6.57 Earths,11.345,2016
K2-74 b,1246,5.95 Earths,12.588,2016
K2-75 b,1862,7.61 Earths,12.701,2016
K2-75 c,1862,8.1 Earths,12.701,2016
K2-77 b,464,1.9 Jupiters,12.158,2016
K2-79 b,841,13.2 Earths,12.075,2016
K2-7 b,2462,7.61 Earths,13.213,2015
K2-80 b,659,4.7 Earths,12.626,2016
K2-80 c,659,2.76 Earths,12.626,2016
K2-80 d,659,7.04 Earths,12.626,2018
K2-81 b,829,4.54 Earths,14.364,2016
K2-83 b,411,2.08 Earths,14.514,2016
K2-83 c,411,2.8 Earths,14.514,2016
K2-84 b,937,6.39 Earths,13.443,2016
K2-84 c,937,4.78 Earths,13.443,2016
K2-85 b,318,1.01 Earths,12.831,2016
K2-86 b,850,4.5 Earths,13.167,2016
K2-87 b,1643,0.141 Jupiters,14.134,2016
K2-80 c,659,2.76 Earths,12.626,2016
K2-80 d,659,7.04 Earths,12.626,2018
K2-81 b,829,4.54 Earths,14.364,2016
K2-83 b,411,2.08 Earths,14.514,2016
K2-83 c,411,2.8 Earths,14.514,2016
K2-84 b,937,6.39 Earths,13.443,2016
K2-84 c,937,4.78 Earths,13.443,2016
K2-85 b,318,1.01 Earths,12.831,2016
K2-86 b,850,4.5 Earths,13.167,2016
K2-87 b,1643,0.141 Jupiters,14.134,2016
K2-88 b,362,2.04 Earths,15.476,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-8 b,1331,12.5 Earths,14.61,2015
K2-8 c,1331,6.39 Earths,14.61,2016
K2-90 b,440,7.27 Earths,13.855,2016
K2-90 c,440,2.24 Earths,13.855,2016
K2-91 b,204,1.37 Earths,15.572,2016
K2-95 b,589,14.3 Earths,16.084,2016
K2-97 b,2837,0.48 Jupiters,12.611,2016
K2-98 b,1717,32.2 Earths,12.166,2016
K2-88 b,362,2.04 Earths,15.476,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-8 b,1331,12.5 Earths,14.61,2015
K2-8 c,1331,6.39 Earths,14.61,2016
K2-90 b,440,7.27 Earths,13.855,2016
K2-90 c,440,2.24 Earths,13.855,2016
K2-91 b,204,1.37 Earths,15.572,2016
K2-95 b,589,14.3 Earths,16.084,2016
K2-97 b,2837,0.48 Jupiters,12.611,2016
K2-98 b,1717,32.2 Earths,12.166,2016
KELT-16 b,1469,2.75 Jupiters,11.898,2017
KELT-17 b,685,1.31 Jupiters,9.286,2016
KELT-18 b,1014,1.18 Jupiters,10.117,2017
KELT-19 A b,988,4.07 Jupiters,9.885,2017
KELT-1 b,855,27.23 Jupiters,10.701,2012
KELT-20 b,456,3.382 Jupiters,7.58,2017
KELT-21 b,1354,3.91 Jupiters,10.541,2018
KELT-23 A b,409,0.938 Jupiters,10.253,2019
KELT-24 b,313,5.18 Jupiters,8.332,2019
KELT-2 A b,439,1.7 Jupiters,8.713,2012
KELT-16 b,1469,2.75 Jupiters,11.898,2017
KELT-17 b,685,1.31 Jupiters,9.286,2016
KELT-18 b,1014,1.18 Jupiters,10.117,2017
KELT-19 A b,988,4.07 Jupiters,9.885,2017
KELT-1 b,855,27.23 Jupiters,10.701,2012
KELT-20 b,456,3.382 Jupiters,7.58,2017
KELT-21 b,1354,3.91 Jupiters,10.541,2018
KELT-23 A b,409,0.938 Jupiters,10.253,2019
KELT-24 b,313,5.18 Jupiters,8.332,2019
KELT-2 A b,439,1.7 Jupiters,8.713,2012
KELT-16 b,1469,2.75 Jupiters,11.898,2017
KELT-17 b,685,1.31 Jupiters,9.286,2016
KELT-18 b,1014,1.18 Jupiters,10.117,2017
KELT-19 A b,988,4.07 Jupiters,9.885,2017
KELT-1 b,855,27.23 Jupiters,10.701,2012
KELT-20 b,456,3.382 Jupiters,7.58,2017
KELT-21 b,1354,3.91 Jupiters,10.541,2018
KELT-23 A b,409,0.938 Jupiters,10.253,2019
KELT-24 b,313,5.18 Jupiters,8.332,2019
KELT-2 A b,439,1.7 Jupiters,8.713,2012
KELT-16 b,1469,2.75 Jupiters,11.898,2017
KELT-17 b,685,1.31 Jupiters,9.286,2016
KELT-18 b,1014,1.18 Jupiters,10.117,2017
KELT-19 A b,988,4.07 Jupiters,9.885,2017
KELT-1 b,855,27.23 Jupiters,10.701,2012
KELT-20 b,456,3.382 Jupiters,7.58,2017
KELT-21 b,1354,3.91 Jupiters,10.541,2018
KELT-23 A b,409,0.938 Jupiters,10.253,2019
KELT-24 b,313,5.18 Jupiters,8.332,2019
KELT-2 A b,439,1.7 Jupiters,8.713,2012
KELT-3 b,689,1.94 Jupiters,9.873,2013
KELT-4 A b,685,0.902 Jupiters,9.98,2016
KELT-6 b,791,0.52 Jupiters,10.418,2014
KELT-6 c,791,3.71 Jupiters,10.418,2015
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
Kepler-1001 b,3291,10.1 Earths,15.33,2016
Kepler-1001 c,3291,3.11 Earths,15.33,2020
Kepler-1018 b,2916,7.18 Earths,15.014,2016
Kepler-1019 b,646,2.73 Earths,13.593,2016
Kepler-101 b,3110,0.16 Jupiters,13.8,2014
Kepler-101 c,3110,3.78 Earths,13.8,2014
Kepler-1020 b,1455,5.82 Earths,13.983,2016
Kepler-1021 b,2730,6.04 Earths,15.173,2016
Kepler-1022 b,1484,6.17 Earths,15.377,2016
Kepler-1023 b,2238,7.41 Earths,14.502,2016
Kepler-1024 b,3317,14.5 Earths,16.006,2016
Kepler-1025 b,2336,4.58 Earths,13.556,2016
Kepler-1026 b,1269,5.52 Earths,14.202,2016
Kepler-1027 b,949,0.64 Earths,12.84,2016
Kepler-1028 b,2065,2.33 Earths,14.31,2016
Kepler-1029 b,1377,2.13 Earths,14.301,2016
Kepler-102 b,353,4.3 Earths,11.478,2014
Kepler-102 c,353,3 Earths,11.478,2014
Kepler-102 d,353,3.8 Earths,11.478,2014
Kepler-102 e,353,8.93 Earths,11.478,2013
Kepler-102 f,353,5.2 Earths,11.478,2014
Kepler-1030 b,2593,6.71 Earths,15.716,2016
Kepler-1026 b,1269,5.52 Earths,14.202,2016
Kepler-1027 b,949,0.64 Earths,12.84,2016
Kepler-1028 b,2065,2.33 Earths,14.31,2016
Kepler-1029 b,1377,2.13 Earths,14.301,2016
Kepler-102 b,353,4.3 Earths,11.478,2014
Kepler-102 c,353,3 Earths,11.478,2014
Kepler-102 d,353,3.8 Earths,11.478,2014
Kepler-102 e,353,8.93 Earths,11.478,2013
Kepler-102 f,353,5.2 Earths,11.478,2014
Kepler-1030 b,2593,6.71 Earths,15.716,2016
Kepler-1026 b,1269,5.52 Earths,14.202,2016
Kepler-1027 b,949,0.64 Earths,12.84,2016
Kepler-1028 b,2065,2.33 Earths,14.31,2016
Kepler-1029 b,1377,2.13 Earths,14.301,2016
Kepler-102 b,353,4.3 Earths,11.478,2014
Kepler-102 c,353,3 Earths,11.478,2014
Kepler-102 d,353,3.8 Earths,11.478,2014
Kepler-102 e,353,8.93 Earths,11.478,2013
Kepler-102 f,353,5.2 Earths,11.478,2014
Kepler-1030 b,2593,6.71 Earths,15.716,2016
Kepler-1031 b,2417,0.59 Earths,13.8,2016
Kepler-1032 b,1980,4.16 Earths,15.799,2016
Kepler-1033 b,4648,6.85 Earths,15.929,2016
Kepler-1034 b,2303,5.73 Earths,15.074,2016
Kepler-1035 b,1331,1.71 Earths,13.005,2016
Kepler-1036 b,1654,9.32 Earths,13.764,2016
Kepler-1037 b,1471,2.18 Earths,14.231,2016
Kepler-1038 b,2029,12.2 Earths,14.856,2016
Kepler-1039 b,1057,2.73 Earths,14.096,2016
Kepler-103 b,1637,9.7 Earths,12.247,2014
Kepler-1031 b,2417,0.59 Earths,13.8,2016
Kepler-1032 b,1980,4.16 Earths,15.799,2016
Kepler-1033 b,4648,6.85 Earths,15.929,2016
Kepler-1034 b,2303,5.73 Earths,15.074,2016
Kepler-1035 b,1331,1.71 Earths,13.005,2016
Kepler-1036 b,1654,9.32 Earths,13.764,2016
Kepler-1037 b,1471,2.18 Earths,14.231,2016
Kepler-1038 b,2029,12.2 Earths,14.856,2016
Kepler-1039 b,1057,2.73 Earths,14.096,2016
Kepler-103 b,1637,9.7 Earths,12.247,2014
Kepler-103 c,1637,36.1 Earths,12.247,2014
Kepler-1040 b,1543,4.98 Earths,13.322,2016
Kepler-1041 b,3193,8.96 Earths,14.442,2016
Kepler-1042 b,2150,5.43 Earths,15.672,2016
Kepler-1043 b,2734,7.04 Earths,14.762,2016
Kepler-1044 b,4916,7.61 Earths,15.306,2016
Kepler-1045 b,3167,7.7 Earths,15.549,2016
Kepler-1046 b,1690,3.57 Earths,13.248,2016
Kepler-1047 b,1846,5.02 Earths,13.329,2016
Kepler-1047 c,1846,0.937 Earths,13.329,2016
Kepler-1048 b,1354,3.22 Earths,14.844,2016
Kepler-1049 b,421,0.809 Earths,14.156,2016
Kepler-104 b,1322,19.6 Earths,12.57,2014
Kepler-104 c,1322,9.96 Earths,12.57,2014
Kepler-104 d,1322,12.5 Earths,12.57,2014
Kepler-1050 b,1810,3.19 Earths,13.072,2016
Kepler-1050 c,1810,2.79 Earths,13.072,2016
Kepler-1051 b,3331,11.5 Earths,13.116,2016
Kepler-1052 b,3428,8.91 Earths,14.861,2016
Kepler-1053 b,558,0.904 Earths,13.209,2016
Kepler-1048 b,1354,3.22 Earths,14.844,2016
Kepler-1049 b,421,0.809 Earths,14.156,2016
Kepler-104 b,1322,19.6 Earths,12.57,2014
Kepler-104 c,1322,9.96 Earths,12.57,2014
Kepler-104 d,1322,12.5 Earths,12.57,2014
Kepler-1050 b,1810,3.19 Earths,13.072,2016
Kepler-1050 c,1810,2.79 Earths,13.072,2016
Kepler-1051 b,3331,11.5 Earths,13.116,2016
Kepler-1052 b,3428,8.91 Earths,14.861,2016
Kepler-1053 b,558,0.904 Earths,13.209,2016
Kepler-1048 b,1354,3.22 Earths,14.844,2016
Kepler-1049 b,421,0.809 Earths,14.156,2016
Kepler-104 b,1322,19.6 Earths,12.57,2014
Kepler-104 c,1322,9.96 Earths,12.57,2014
Kepler-104 d,1322,12.5 Earths,12.57,2014
Kepler-1050 b,1810,3.19 Earths,13.072,2016
Kepler-1050 c,1810,2.79 Earths,13.072,2016
Kepler-1051 b,3331,11.5 Earths,13.116,2016
Kepler-1052 b,3428,8.91 Earths,14.861,2016
Kepler-1053 b,558,0.904 Earths,13.209,2016
Kepler-1048 b,1354,3.22 Earths,14.844,2016
Kepler-1049 b,421,0.809 Earths,14.156,2016
Kepler-104 b,1322,19.6 Earths,12.57,2014
Kepler-104 c,1322,9.96 Earths,12.57,2014
Kepler-104 d,1322,12.5 Earths,12.57,2014
Kepler-1050 b,1810,3.19 Earths,13.072,2016
Kepler-1050 c,1810,2.79 Earths,13.072,2016
Kepler-1051 b,3331,11.5 Earths,13.116,2016
Kepler-1052 b,3428,8.91 Earths,14.861,2016
Kepler-1053 b,558,0.904 Earths,13.209,2016
Kepler-1054 b,3425,7.41 Earths,14.085,2016
Kepler-1055 b,1377,2.04 Earths,13.073,2016
Kepler-1056 b,3167,9.32 Earths,14.56,2016
Kepler-1057 b,4769,11.2 Earths,15.608,2016
Kepler-1058 b,1713,7.85 Earths,15.504,2016
Kepler-1059 b,2195,3.64 Earths,15.489,2016
Kepler-105 b,1518,5.1 Earths,12.802,2013
Kepler-105 c,1518,4.6 Earths,12.802,2014
Kepler-1060 b,2809,6.26 Earths,14.637,2016
Kepler-1061 b,1908,4.58 Earths,13.204,2016
Kepler-1062 b,1266,3.75 Earths,14.805,2016
Kepler-1063 b,1191,2.83 Earths,12.261,2016
Kepler-1064 b,1220,3.02 Earths,13.741,2016
Kepler-1065 b,3516,13.4 Earths,15.502,2016
Kepler-1065 c,3516,3.19 Earths,15.502,2016
Kepler-1066 b,1302,6.17 Earths,13.024,2016
Kepler-1067 b,2248,0.437 Earths,14.273,2016
Kepler-1068 b,4997,12.8 Earths,15.832,2016
Kepler-1069 b,1419,3.19 Earths,13.098,2016
Kepler-106 b,1468,5.3 Earths,12.839,2014
Kepler-1062 b,1266,3.75 Earths,14.805,2016
Kepler-1063 b,1191,2.83 Earths,12.261,2016
Kepler-1064 b,1220,3.02 Earths,13.741,2016
Kepler-1065 b,3516,13.4 Earths,15.502,2016
Kepler-1065 c,3516,3.19 Earths,15.502,2016
Kepler-1066 b,1302,6.17 Earths,13.024,2016
Kepler-1067 b,2248,0.437 Earths,14.273,2016
Kepler-1068 b,4997,12.8 Earths,15.832,2016
Kepler-1069 b,1419,3.19 Earths,13.098,2016
Kepler-106 b,1468,5.3 Earths,12.839,2014
Kepler-106 c,1468,10.44 Earths,12.839,2014
Kepler-106 d,1468,8.1 Earths,12.839,2014
Kepler-106 e,1468,11.17 Earths,12.839,2014
Kepler-1070 b,3392,3.64 Earths,13.913,2016
Kepler-1071 b,3145,6.26 Earths,15.829,2016
Kepler-1072 b,3184,3.12 Earths,13.842,2016
Kepler-1073 b,2730,5.9 Earths,14.532,2016
Kepler-1073 c,2730,3.33 Earths,14.532,2016
Kepler-1074 b,799,2.1 Earths,15.006,2016
Kepler-1075 b,864,2.6 Earths,15.37,2016
Kepler-106 c,1468,10.44 Earths,12.839,2014
Kepler-106 d,1468,8.1 Earths,12.839,2014
Kepler-106 e,1468,11.17 Earths,12.839,2014
